107,no,0.0,103
137,no,0.0,110
84,yes,0.0,88
75,yes,0.0,122
121,no,0.0,108
147,yes,0.0,94
117,no,0.0,80
141,yes,0.0,111
65,no,0.0,83
74,no,0.0,148
168,no,0.0,71
95,no,0.0,75
161,no,0.0,97
85,no,0.0,90
76,no,0.0,65
73,no,0.0,88
147,no,0.0,93
77,no,0.0,121
130,no,0.0,99
111,no,0.0,102
132,no,0.0,72
57,no,0.0,112
54,no,0.0,100
20,no,0.0,84
49,no,0.0,109
75,no,0.0,107
12,no,0.0,119
57,no,0.0,75
36,no,0.0,80
78,no,0.0,116
136,yes,0.0,99
98,no,0.0,85
135,yes,0.0,107
34,no,0.0,98
160,no,0.0,110
64,no,0.0,118
59,no,0.0,92
65,no,0.0,122
142,no,0.0,74
97,no,0.0,58
52,no,0.0,96
60,no,0.0,115
10,no,0.0,66
96,no,0.0,67
81,no,0.0,85
141,no,0.0,62
121,no,0.0,77
125,no,0.0,126
174,no,0.0,94
116,no,0.0,142
149,no,0.0,64
38,no,0.0,97
40,no,0.0,88
43,yes,0.0,104
113,yes,0.0,119
126,no,0.0,80
150,no,0.0,110
138,no,0.0,83
162,no,0.0,84
147,no,0.0,85
90,no,0.0,117
85,no,0.0,94
50,no,0.0,72
82,no,0.0,100
144,no,0.0,85
46,no,0.0,104
70,no,0.0,102
144,no,0.0,74
116,yes,0.0,79
70,no,0.0,98
128,no,0.0,86
94,no,0.0,101
111,no,0.0,76
74,no,0.0,84
128,no,0.0,93
82,no,0.0,105
155,no,0.0,104
80,no,0.0,107
78,no,0.0,112
90,no,0.0,81
73,no,0.0,72
99,no,0.0,76
120,no,0.0,104
77,no,0.0,126
98,no,0.0,83
108,no,0.0,76
95,no,0.0,106
122,no,0.0,109
95,no,0.0,98
36,no,0.0,76
93,no,0.0,115
157,no,0.0,121
120,no,0.0,83
98,no,0.0,113
125,no,0.0,90
63,no,0.0,59
36,yes,0.0,122
64,no,0.0,109
74,no,0.0,48
46,no,0.0,77
41,no,0.0,86
121,no,0.0,117
193,no,0.0,95
130,no,0.0,98
85,no,0.0,104
162,no,0.0,87
61,no,0.0,103
92,no,0.0,123
90,no,0.0,114
75,no,0.0,86
78,no,0.0,140
82,no,0.0,102
163,no,0.0,128
91,yes,0.0,83
127,no,0.0,76
113,no,0.0,60
110,no,0.0,84
120,no,0.0,97
157,no,0.0,74
103,no,0.0,84
117,yes,0.0,87
121,no,0.0,98
145,no,0.0,95
113,no,0.0,125
117,no,0.0,91
65,no,0.0,117
56,no,0.0,118
96,no,0.0,46
151,no,0.0,138
83,no,0.0,116
139,no,0.0,96
6,no,0.0,72
115,no,0.0,129
141,no,0.0,111
62,no,0.0,122
185,no,0.0,133
148,no,0.0,128
94,no,0.0,116
32,no,0.0,90
68,no,0.0,105
25,no,0.0,101
65,no,0.0,93
179,no,0.0,125
94,no,0.0,125
62,no,0.0,107
116,no,0.0,76
70,no,0.0,112
94,yes,0.0,136
126,no,0.0,118
67,no,0.0,94
19,no,0.0,57
170,yes,0.0,122
73,no,0.0,135
106,no,0.0,139
93,no,0.0,108
51,no,0.0,95
130,no,0.0,104
80,no,0.0,77
94,no,0.0,88
118,no,0.0,111
117,no,0.0,86
78,no,0.0,115
208,no,0.0,113
131,yes,0.0,97
63,no,0.0,106
53,no,0.0,136
62,no,0.0,93
97,no,0.0,94
105,no,0.0,51
157,no,0.0,80
66,no,0.0,77
122,no,0.0,72
38,no,0.0,95
106,no,0.0,70
99,no,0.0,89
99,no,0.0,98
144,yes,0.0,103
93,no,0.0,98
120,no,0.0,82
106,no,0.0,98
81,no,0.0,98
127,no,0.0,103
65,no,0.0,96
35,no,0.0,122
88,no,0.0,76
65,no,0.0,94
123,no,0.0,78
126,no,0.0,83
45,no,0.0,92
93,yes,0.0,100
63,yes,0.0,111
100,no,0.0,126
53,no,0.0,87
92,yes,0.0,105
139,no,0.0,98
110,no,0.0,128
110,no,0.0,98
215,no,0.0,91
138,no,0.0,125
137,yes,0.0,102
85,no,0.0,63
22,no,0.0,93
107,no,0.0,80
51,no,0.0,58
94,no,0.0,98
33,no,0.0,80
106,no,0.0,109
86,no,0.0,134
97,yes,0.0,82
106,no,0.0,93
108,no,0.0,117
114,no,0.0,86
92,yes,0.0,126
59,no,0.0,123
24,no,0.0,105
151,no,0.0,112
117,no,0.0,108
78,no,0.0,73
155,no,0.0,113
114,no,0.0,91
114,no,0.0,117
119,no,0.0,78
118,yes,0.0,96
101,no,0.0,117
117,no,0.0,83
49,no,0.0,100
139,no,0.0,96
92,no,0.0,79
148,yes,0.0,85
144,no,0.0,67
131,no,0.0,105
146,yes,0.0,90
143,no,0.0,108
81,no,0.0,108
48,no,0.0,84
145,no,0.0,108
137,no,0.0,102
137,no,0.0,86
167,no,0.0,63
89,no,0.0,114
199,no,0.0,99
132,no,0.0,80
94,no,0.0,112
96,no,0.0,113
166,no,0.0,152
74,no,0.0,67
36,no,0.0,58
113,no,0.0,117
67,no,0.0,81
127,no,0.0,168
158,no,0.0,114
136,no,0.0,77
196,no,0.0,114
113,no,0.0,118
122,no,0.0,89
112,no,0.0,82
209,no,0.0,92
62,no,0.0,118
110,no,0.0,112
16,no,0.0,93
73,no,0.0,122
128,no,0.0,107
39,no,0.0,120
103,no,0.0,100
119,no,0.0,114
86,no,0.0,97
114,no,0.0,105
104,no,0.0,113
148,no,0.0,92
129,no,0.0,121
100,no,0.0,107
121,no,0.0,69
143,no,0.0,112
76,no,0.0,86
158,no,0.0,77
116,no,0.0,135
54,no,0.0,74
86,no,0.0,93
108,no,0.0,87
151,no,0.0,90
99,no,0.0,77
55,no,0.0,110
78,no,0.0,127
89,no,0.0,71
44,no,0.0,85
98,no,0.0,86
64,no,0.0,103
141,no,0.0,120
81,no,0.0,90
162,no,0.0,121
83,no,0.0,107
59,no,0.0,95
179,yes,0.0,71
79,no,0.0,132
117,no,0.0,88
64,yes,0.0,85
122,no,0.0,132
90,no,0.0,103
159,yes,0.0,127
148,no,0.0,81
39,no,0.0,113
77,no,0.0,138
194,no,0.0,118
112,no,0.0,123
45,no,0.0,108
132,no,0.0,137
135,no,0.0,114
56,no,0.0,102
151,yes,0.0,88
32,no,0.0,96
87,no,0.0,114
138,no,0.0,116
79,no,0.0,108
95,yes,0.0,112
127,no,0.0,113
137,no,0.0,93
97,no,0.0,96
149,yes,0.0,81
117,yes,0.0,82
84,no,0.0,90
137,no,0.0,79
54,no,0.0,83
85,no,0.0,139
43,no,0.0,89
35,no,0.0,129
98,no,0.0,152
112,no,0.0,100
16,no,0.0,108
98,no,0.0,143
84,no,0.0,112
66,no,0.0,68
74,no,0.0,94
96,no,0.0,89
119,no,0.0,107
92,yes,0.0,115
21,no,0.0,79
122,no,0.0,122
133,yes,0.0,81
145,no,0.0,117
25,no,0.0,72
64,no,0.0,90
85,no,0.0,117
76,no,0.0,87
224,yes,0.0,103
117,no,0.0,106
128,no,0.0,79
115,no,0.0,73
141,no,0.0,126
51,no,0.0,94
100,no,0.0,76
96,no,0.0,77
112,no,0.0,123
129,yes,0.0,101
163,no,0.0,108
67,no,0.0,93
140,no,0.0,106
49,no,0.0,92
46,no,0.0,90
148,no,0.0,110
112,no,0.0,97
78,no,0.0,101
61,no,0.0,102
58,no,0.0,91
100,no,0.0,74
113,no,0.0,106
81,no,0.0,102
135,no,0.0,99
99,no,0.0,95
135,no,0.0,121
85,yes,0.0,126
88,no,0.0,138
55,no,0.0,121
79,no,0.0,118
85,no,0.0,124
86,no,0.0,105
91,no,0.0,105
149,no,0.0,88
97,no,0.0,100
88,no,0.0,112
60,no,0.0,69
54,no,0.0,64
109,no,0.0,119
90,no,0.0,104
115,no,0.0,117
144,no,0.0,113
91,no,0.0,87
71,yes,0.0,94
132,no,0.0,125
41,no,0.0,110
44,no,0.0,83
78,no,0.0,87
149,no,0.0,100
72,no,0.0,98
139,no,0.0,132
141,no,0.0,118
140,no,0.0,98
99,no,0.0,107
166,no,0.0,54
124,no,0.0,104
74,no,0.0,63
117,no,0.0,110
85,no,0.0,101
36,no,0.0,113
102,yes,0.0,131
76,no,0.0,139
165,no,0.0,65
130,no,0.0,99
55,yes,0.0,110
92,yes,0.0,122
129,no,0.0,88
18,no,0.0,116
161,yes,0.0,63
75,yes,0.0,119
126,no,0.0,103
93,yes,0.0,120
109,yes,0.0,111
80,no,0.0,98
41,no,0.0,75
136,no,0.0,65
92,no,0.0,88
143,no,0.0,116
118,no,0.0,125
193,no,0.0,81
73,no,0.0,101
62,no,0.0,97
30,no,0.0,86
60,yes,0.0,94
96,no,0.0,88
52,no,0.0,138
87,no,0.0,100
41,no,0.0,104
112,no,0.0,102
88,no,0.0,82
122,no,0.0,109
61,no,0.0,74
87,no,0.0,108
30,no,0.0,100
95,no,0.0,90
46,no,0.0,143
100,yes,0.0,115
77,no,0.0,89
98,no,0.0,104
125,no,0.0,78
194,no,0.0,138
190,no,0.0,92
165,no,0.0,104
59,no,0.0,125
47,no,0.0,108
150,no,0.0,52
152,yes,0.0,94
26,no,0.0,129
79,no,0.0,135
95,no,0.0,90
69,yes,0.0,91
95,yes,0.0,61
31,no,0.0,97
121,no,0.0,117
44,no,0.0,92
74,no,0.0,103
58,no,0.0,89
74,no,0.0,94
125,no,0.0,100
80,no,0.0,109
99,no,0.0,116
99,no,0.0,106
66,no,0.0,84
97,no,0.0,100
75,no,0.0,110
85,yes,0.0,117
108,no,0.0,101
51,no,0.0,87
186,no,0.0,116
44,yes,0.0,82
64,no,0.0,109
44,no,0.0,79
114,no,0.0,89
110,no,0.0,93
90,no,0.0,95
72,no,0.0,86
113,no,0.0,113
171,no,0.0,118
104,no,0.0,90
165,no,0.0,93
104,no,0.0,92
110,no,0.0,124
90,yes,0.0,134
114,no,0.0,86
101,no,0.0,79
117,no,0.0,103
82,no,0.0,137
92,no,0.0,125
82,no,0.0,137
90,no,0.0,83
124,no,0.0,79
39,no,0.0,103
75,no,0.0,111
102,no,0.0,77
143,no,0.0,104
53,no,0.0,131
30,no,0.0,118
112,no,0.0,109
129,no,0.0,105
63,no,0.0,56
28,no,0.0,86
90,no,0.0,79
151,no,0.0,118
105,yes,0.0,110
41,no,0.0,115
48,no,0.0,64
166,yes,0.0,113
79,no,0.0,121
153,no,0.0,96
110,yes,0.0,90
163,no,0.0,87
105,no,0.0,140
172,no,0.0,84
126,no,0.0,125
97,no,0.0,137
95,yes,0.0,99
87,no,0.0,102
97,no,0.0,109
140,no,0.0,99
169,no,0.0,69
68,no,0.0,94
122,no,0.0,103
36,no,0.0,87
120,no,0.0,73
121,no,0.0,133
64,no,0.0,92
13,no,0.0,95
106,no,0.0,114
88,no,0.0,108
74,no,0.0,106
83,no,0.0,83
49,no,0.0,93
111,no,0.0,99
50,no,0.0,99
88,no,0.0,127
131,no,0.0,136
79,no,0.0,48
140,no,0.0,130
105,no,0.0,52
87,no,0.0,115
96,no,0.0,106
79,no,0.0,92
55,no,0.0,118
130,no,0.0,114
34,no,0.0,101
139,no,0.0,100
109,no,0.0,120
65,no,0.0,89
152,no,0.0,76
147,no,0.0,128
112,no,0.0,123
120,no,0.0,106
171,no,0.0,74
101,no,0.0,122
32,no,0.0,107
151,no,0.0,87
60,no,0.0,62
119,no,0.0,81
43,no,0.0,121
84,no,0.0,68
65,no,0.0,109
75,yes,0.0,111
116,no,0.0,118
107,no,0.0,82
